xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Begriff	Top_1	Top_3	Top_5
PS04193	Schnalzer	Schnalzer	Substantiv	3	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Gänsewein; Qualitätswein
PS04243	Schnaps	Schnaps	Substantiv	1	Getränk mit hohem Alkoholanteil	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntewein; Spirituose	Branntewein; Branntwein; Schnaps; Spirituose; billiger Alkohol; Hochprozentiges	Branntewein; Branntwein; Schnaps; billiger Alkohol; Spirituose; Hochprozentiges; Anisschnaps; Kognak
PS04261	Schnaps-gepfetze	Schnapsgepfetze	Substantiv	-	Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein	Branntwein; Branntewein; Schnaps	Branntwein; Branntewein; Schnaps; Feuerwasser; Kurzer; Fusel
PS04351	Schnaubian	Schnaubian	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Feuerwasser; Branntwein	Schnaps; Feuerwasser; Branntwein; Branntewein; Anisschnaps
PS04715	Schnitt-wein	Schnittwein	Substantiv	-	Wein aus der letzten Mostpressung	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Most; Traubenmost	Rebensaft; Most; Traubenmost; Wein; Gänsewein
PS04896	Schnurr-gückel	Schnurrgückel	Substantiv	1	Tresterwein, Haustrunk, minderwertiger Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Tafelwein; Rebensaft	Wein; Tafelwein; Rebensaft; Fruchtwein; Palmwein
PS04953	Schockele-majem	Schockelemajem	Substantiv	-	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Kaffee	Kaffee; Café; Caro-Kaffee	Kaffee; Café; Caro-Kaffee; Milchkaffee; Brühe
PS04979	Schoker	Schoker	Substantiv	-	Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Kaffee	Kaffee	Kaffee; Café; Kinderkaffee	Kaffee; Café; Kinderkaffee; Caro-Kaffee; Milchkaffee
PS04986	Schokolade	Schokolade	Substantiv	-	Süßigkeit aus Kakao, Milch und Zucker	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kakao	Kakao; Kakaogetränk; Kakaomilch; Milchkakao; Schokolade	Kakaomilch	Kakaomilch; Kakao; Kakaotrunk	Kakaomilch; Kakao; Kakaotrunk; Kaffee mit aufgeschäumter Milch; Kakaogetränk
PS05072	Schoppen-wein	Schoppenwein	Substantiv	-	in Schoppen (vom Faß) ausgeschenkter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Gänsewein	Rebensaft; Wein; Gänsewein; Tafelwein; Tropfen
PS05855	Schüssel-milch	Schüsselmilch	Substantiv	-	Milch, die in einer flachen Schüssel entrahmt wurde	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Milch	Milch; Trinkmilch; Magermilch	Milch; Trinkmilch; Magermilch; Dosenmilch; H-Milch
PS05893	Schüttel-riesling	Schüttelriesling	Substantiv	-	Apfelwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Apfelperlwein; Apfelwein	Apfelwein	Apfelwein; Apfelperlwein; Apfelschaumwein	Apfelwein; Apfelperlwein; Apfelschaumwein; Apfelschorle; Glühwein; Palmwein
PS06719	Sechel	Sechel	Substantiv	2	ein Glas Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Bockbier; Kellerbier	Bier; Bockbier; Kellerbier; Altbier; Starkbier
PS06825	Seelen-wärmer, Seel-	Seelenwärmer, Seelwärmer	Substantiv	2	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntwein; Branntewein	Schnaps; Branntwein; Branntewein; Feuerwasser; Kurzer
PS06969	Seifen-brühe	Seifenbrühe	Substantiv	2	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Tafelwein; Landwein	Wein; Tafelwein; Landwein; Qualitätswein; Riesling
PS07106	Sekt	Sekt	Substantiv	-	Schaumwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein.Sekt	Schaumwein	Schaumwein	Schaumwein; Champagner; Süßwein	Schaumwein; Champagner; Süßwein; Roséwein; Sekt
PS07167	Selters-wasser, Selzer-	Selterswasser, Selzerwasser	Substantiv	-	Mineral-, Sprudelwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Arbeitersekt; Brause; Kribbelwasser; Mineralwasser; Proletariersekt; Sauerbrunnen; Selters; Selterswasser; Soda; Sodawasser; Spritzwasser; Sprudel; Sprudelwasser; Wasser mit Zisch; sauerer Sprudel	Sprudelwasser; sauererSprudel	Sprudelwasser; sauererSprudel; Sodawasser; Sprudel; Wasser mit Zisch; Kribbelwasser; Alsterwasser; saurer Sprudel	Sprudelwasser; sauererSprudel; Sodawasser; saurer Sprudel; Kribbelwasser; Sprudel; Wasser mit Zisch; Arbeitersekt; Selterswasser; Alsterwasser
PS07599	Silven-wein	Silvenwein	Substantiv		Wein aus Silvanertrauben	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Tafelwein	Tafelwein; Wein; Palmwein	Tafelwein; Wein; Palmwein; Roséwein; Rebensaft
PS07695	Sirup	Sirup	Substantiv	-	Sirup	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Softdrink	Sirup	Sirup	Sirup; Rum; Zuckerwasser	Sirup; Rum; Zuckerwasser; Amaretto; Cassis
PS07765	Soda-wasser	Sodawasser	Substantiv	-	kohlensäurehaltiges Mineralwasser, Sprudel	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Arbeitersekt; Brause; Kribbelwasser; Mineralwasser; Proletariersekt; Sauerbrunnen; Selters; Selterswasser; Soda; Sodawasser; Spritzwasser; Sprudel; Sprudelwasser; Wasser mit Zisch; sauerer Sprudel	sauererSprudel; Wasser mit Zisch; Sprudelwasser	sauererSprudel; Sodawasser; Sprudelwasser; Wasser mit Zisch; Sprudel; Proletariersekt; saurer Sprudel; Kribbelwasser; Krawallbrause	sauererSprudel; Sodawasser; Sprudelwasser; saurer Sprudel; Sprudel; Wasser mit Zisch; Kribbelwasser; Proletariersekt; Spritzwasser; Krawallbrause; Selterswasser
PS08119	Soruf	Soruf	Substantiv	-	Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Schnaps	Schnaps; Branntwein; Branntewein	Schnaps; Branntwein; Branntewein; Fusel; Obstschnaps; Feuerwasser; Kurzer
PS08372	Spät-lese	Spätlese	Substantiv	2	Wein aus spät geernteten Trauben, Wein höherer Qualitätsstufe	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Prädikatswein; Qualitätswein	Qualitätswein	Qualitätswein; Prädikatswein; Sauser	Qualitätswein; Prädikatswein; Sauser; Süßwein; Rebensaft; Wein
PS08583	Speicher-kaffee	Speicherkaffee	Substantiv	-	Kaffee-Ersatz aus geröstetem Getreide	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Ersatzkaffee; Gerstenkaffee; Getreidekaffee; Kaffeeersatz; Kornkaffee; Malzkaffee	Kaffeeersatz; Gerstenkaffee; Getreidekaffee; Ersatzkaffee	Kaffeeersatz; Ersatzkaffee; Gerstenkaffee; Kornkaffee; Getreidekaffee	Kaffeeersatz; Ersatzkaffee; Gerstenkaffee; Gerstenkaffe; Malzkaffee; Kornkaffee; Getreidekaffee; Muckefuck
PS08731	Sperben-wein	Sperbenwein	Substantiv	-	Wein aus Früchten des Speierling oder mit Speierlingzusatz	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fruchtwein; Obstwein	Obstwein	Obstwein; Fruchtwein	Obstwein; Fruchtwein; Orangensaft; Rebensaft; Apfelschaumwein
PS09049	Spitzbohnen-kaffee	Spitzbohnenkaffee	Substantiv	-	Kaffee-Ersatz aus Gerste, Roggen, Malz u.ä.	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Ersatzkaffee	Ersatzkaffee; Gerstenkaffe; Gerstenkaffee; Getreidekaffee; Kornkaffee; Malzkaffee	Kaffeeersatz; Gerstenkaffee; Malzkaffee	Kaffeeersatz; Malzkaffee; Getreidekaffee; Gerstenkaffee; Kornkaffee	Kaffeeersatz; Malzkaffee; Getreidekaffee; Ersatzkaffee; Gerstenkaffee; Kornkaffee; Gerstenkaltschalte
PS09112	Spitzen-wein	Spitzenwein	Substantiv	-	besonders guter, hervorragender Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Prädikatswein; Qualitätswein	Prädikatswein	Prädikatswein; Qualitätswein; Perlwein; Federweißer; Sauser	Prädikatswein; Qualitätswein; Perlwein; Rebensaft; Tafelwein; Federweißer; Sauser; Weißer
PS09411	Sprit	Sprit	Substantiv	2	schlechter Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Gänsewein	Wein; Rebensaft; Gänsewein; Most; Tafelwein
PS09417	Spritzel-wasser	Spritzelwasser	Substantiv	-	Mineralwasser	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Arbeitersekt; Brause; Kribbelwasser; Mineralwasser; Proletariersekt; Sauerbrunnen; Selters; Selterswasser; Soda; Sodawasser; Spritzwasser; Sprudel; Sprudelwasser; Wasser mit Zisch; sauerer Sprudel	Mineralwasser	Mineralwasser; Sodawasser; Arbeitersekt; Mineralwasser; Soda; Brause; Sprudel; Sauerbrunnen; Zielwasser; Selters	Mineralwasser; Sodawasser; Arbeitersekt; Selterswasser; Soda; Mineralwasser; Sauerbrunnen; Brause; Sprudel; Selters; Alsterwasser; Zielwasser; Leitungswasser
PS09465	Sprudel	Sprudel	Substantiv	-	kohlensäurehaltiges Trinkwasser, Mineralwasser, Kurgetränk	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Arbeitersekt; Brause; Kribbelwasser; Mineralwasser; Proletariersekt; Sauerbrunnen; Selters; Selterswasser; Soda; Sodawasser; Spritzwasser; Sprudel; Sprudelwasser; Trinkwasser; Wasser mit Zisch; sauerer Sprudel	Stilles Wasser; Stilles Wasser; Sodawasser; Proletariersekt; Sprudelwasser; sauererSprudel	Stilles Wasser; Stilles Wasser; Wasser mit Zisch; Spritzwasser; Sodawasser; Soda; Alsterwasser; Proletariersekt; Arbeitersekt; Sprudelwasser; saurer Sprudel; Mineralwasser; sauererSprudel; Zielwasser	Stilles Wasser; Stilles Wasser; Wasser mit Zisch; Spritzwasser; Sauerbrunnen; Leitungswasser; Trinkwasser; Sodawasser; Soda; Alsterwasser; Krawallbrause; Proletariersekt; Arbeitersekt; Mineralwasser; Sprudelwasser; saurer Sprudel; Kribbelwasser; Selterswasser; sauererSprudel; Sprudel; Zielwasser; Tafelwasser
PS09496	Sprutzel-wasser	Sprutzelwasser	Substantiv	-	Mineralwasser mit Kohlensäure	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Wasser	Arbeitersekt; Brause; Kribbelwasser; Mineralwasser; Proletariersekt; Sauerbrunnen; Selters; Selterswasser; Soda; Sodawasser; Spritzwasser; Sprudel; Sprudelwasser; Wasser mit Zisch; sauerer Sprudel	Selterswasser; Sprudelwasser; sauererSprudel; Wasser mit Zisch; Sodawasser	Selterswasser; Kribbelwasser; Sodawasser; Sprudelwasser; Wasser mit Zisch; Sprudel; Proletariersekt; sauererSprudel; Mineralwasser; saurer Sprudel; Spritzwasser	Selterswasser; Kribbelwasser; Sodawasser; Sprudelwasser; Mineralwasser; Wasser mit Zisch; Sprudel; Arbeitersekt; sauererSprudel; Proletariersekt; Spritzwasser; Alsterwasser; saurer Sprudel
PS09547	Spül-wasser	Spülwasser	Substantiv	2	dünnes, fades Getränk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Trunk; das Trinken; Trank	Trunk; Trank; Gesöff; das Trinken	Trunk; Trank; Gesöff; Getränk; das Trinken; Trinkbares; Drink
PS09548	Spülwasser-brühe	Spülwasserbrühe	Substantiv	-	dünnes, fades Getränk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	Trunk; das Trinken; Trank	Trunk; Trank; Gesöff; das Trinken; Getränk	Trunk; Trank; Gesöff; Getränk; das Trinken; Drink
PS09663	Stachelbeer-wein	Stachelbeerwein	Substantiv	-	Obstwein aus Stachelbeeren	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Fruchtwein; Obstwein	Obstwein	Obstwein; Fruchtwein	Obstwein; Fruchtwein; Obstwasser; Obstler
PS10051	Stark-bier	Starkbier	Substantiv	-	eine Biersorte mit besonders viel Stammwürze	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Starkbier	Starkbier	Starkbier; Bockbier; Kellerbier	Starkbier; Bockbier; Kellerbier; Bier; Altbier
PS10654	Sternen-bier, Stern-bier	Sternenbier, Sternbier	Substantiv	-	Bier aus einem Gasthaus Zum Sternmit früherer eigener Brauerei	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Kellerbier; Radler	Bier; Kellerbier; Radler; Altbier; Bockbier
PS10768	Stich-wein	Stichwein	Substantiv	2	Wein mit einem Essigstich	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Portwein; Gänsewein
PS10768	Stich-wein	Stichwein	Substantiv	1	der Wein eines vorzüglichen Jahrganges	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Tafelwein; Wein	Rebensaft; Tafelwein; Wein; Gänsewein; Portwein
PS11275	Storchen-bier	Storchenbier	Substantiv	-	Bier der Storchenbrauerei in Speyer	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Kellerbier	Kellerbier; Bier; Bier-Limonade-Mix	Kellerbier; Bier; Bier-Limonade-Mix; Leichtbier; Bockbier
PS11336	Storzen	Storzen	Substantiv	5	ein Bier- oder Weinrest	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Bier; Wein	Wein; Bier	Wein; Bier; Kellerbier; Bockbier	Wein; Bier; Kellerbier; Bock; Märzenbier; Bockbier; Radler; Altbier
PS11348	Stößel-wein	Stößelwein	Substantiv		Wein aus unreifen, zerstampften Trauben	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Federweißer	Rebensaft; Wein; Federweißer; Sauser; Süßwein
PS11375	Stoß-milch	Stoßmilch	Substantiv	-	Buttermilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Buttermilch	Buttermilch	Buttermilch; Dickmilch; Sauermilch	Buttermilch; Dickmilch; Sauermilch; Schickermilch; gestandene Milch
PS12401	Stuten-milch	Stutenmilch	Substantiv	-	Pferdemilch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	Kuhmilch	Kuhmilch; Trinkmilch; Milch	Kuhmilch; Trinkmilch; Milch; Büchsenmilch; Hafermilch
PS12465	Suckel	Suckel	Substantiv	4	schwacher Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Brühe; Geschlapp; Lorke; Gesöff; Plampel	Brühe; Plörre; Plempe; Geschlapp; Lorke; Gesöff; Lurke; Plämpe; Geplämpe; Plampel	Brühe; Plörre; Plempe; Plampel; Geschlapp; Plämpe; Lorke; Gesöff; Lurke; Geplämpe
PS12473	Suckels-brühe	Suckelsbrühe	Substantiv	-	schlechter Kaffee	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Brühe; Geplämpe; Geschlapp; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre	Brühe; Lorke; Gesöff	Brühe; Lorke; Coke; Gesöff; Geschlapp; Plampel	Brühe; Lorke; Coke; Geschlapp; Gesöff; Plempe; Plämpe; Plampel
PS12488	Sudel-bier	Sudelbier	Substantiv	-	abgestandenes Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Bier	Bier	Bier; Kellerbier; Leichtbier	Bier; Kellerbier; Leichtbier; Helles; Altbier
PS12489	Sudel-brühe	Sudelbrühe	Substantiv	1	Getränk von schlechter, dünner Qualität, Gesöff (Wein Bier Kaffee)	Getränk; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier;Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein;Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Kaffee	Bier; Brühe; Geplämpe; Geschlapp; Getränk; Lorke; Lurke; Plampel; Plempe; Plämpe; Plörre; Trank; Trinkbares; das Trinken; Trunk; Wein	Trunk; Kaffee; Gesöff; Plampel; Plörre; Plempe; Caro-Kaffee; Lorke	Trunk; Gesöff; Trank; Kaffee; Bier; Café; Geplämpe; Plampel; Plörre; Lurke; Plempe; Caro-Kaffee; Lorke; Plämpe	Trunk; Gesöff; Trank; Ballerbrühe; Lurke; Kaffee; Bier; Café; Caro-Kaffee; Geplämpe; Plampel; Lorke; Plörre; Plempe; Geschlapp; Plämpe; Brühe
PS12520	Suff	Suff	Substantiv	2	(schlechtes, fades) Getränk	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	das Trinken	das Trinken; Trunk; Trank	das Trinken; Trunk; Trank; Getränk; Drink
PS12743	Süß-milch	Süßmilch	Substantiv	-	nicht angesäuerte Milch	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Milch	saure Milch	saure Milch; gestandene Milch; haltbare Milch	saure Milch; gestandene Milch; haltbare Milch; Sauermilch; Dickmilch
PS12745	Süß-most	Süßmost	Substantiv	-	frischer, unvergorener Traubensaft	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft	Traubensaft	Traubensaft	Traubensaft; Roter; Sauser	Traubensaft; Roter; Sauser; Roséwein; Rosé
PU00917	unter-irdisch	unterirdisch	Substantiv	2	der aus Kartoffeln hergestellte Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein; Kornbrand	Branntwein; Branntewein; Schnaps; Kornbrand; Anisschnaps	Branntwein; Branntewein; Schnaps; Obstschnaps; Weinbrand; Kornbrand; Anisschnaps; Kurzer
PU00941	Unter-länder	Unterländer	Substantiv	-	Wein aus dem Unterland	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Gänsewein; Fruchtwein
PU01050	Unter-trunk	Untertrunk	Substantiv		Trunk für den Mittag oder tagsüber zwischendurch	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	das Trinken	das Trinken; Trunk; Trank	das Trinken; Trunk; Trank; Getränk; Drink
PW00449	Waldmeister-tee	Waldmeistertee	Substantiv	-	Tee mit Waldmeisterblättern	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Tee	Tee	Tee; Förstertee; Jägertee	Tee; Förstertee; Jägertee; Hopfentee; Hüttentee
PW00490	Wald-wein	Waldwein	Substantiv	-	Wein aus Lagen am Wald	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Tafelwein; Rebensaft	Wein; Tafelwein; Rebensaft; Gänsewein; Palmwein
PW00931	Wasser	Wasser	Substantiv	3a	Alkohol, Branntwein, Schnaps	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein	Branntwein; Branntewein; Schnaps	Branntwein; Branntewein; Schnaps; Fusel; Weinbrand; Feuerwasser; Kurzer
PW01284	Wegerich-tee	Wegerichtee	Substantiv	-	Kräutertee aus Wegerichblättern	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Kräutertee	Kräutertee	Kräutertee; Jägertee; Förstertee	Kräutertee; Jägertee; Förstertee; Tee; Hüttentee
PW01418	Weh-milch	Wehmilch	Substantiv	-	die erste dicke Milch der Kuh unmittelbar nach dem Kalben	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Kaltes_Milchgetränk	Kuhmilch	Kuhmilch	Kuhmilch; Federweißer; Milch	Kuhmilch; Federweißer; Milch; Sauser; Traubenmost
PW01454	Weiber-klopfer	Weiberklopfer	Substantiv	-	neuer Wein, Federweißer, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Federweißer; Sauser	Federweißer	Federweißer; Sauser; Weißer; Prädikatswein	Federweißer; Sauser; Weißer; Rotwein; Weißwein; Prädikatswein; Qualitätswein
PW01677	Wein	Wein	Substantiv	1b	Traubensaft bzw. Most, unvergoren bzw. in Gärung befindlich	Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Most; Traubensaft	Traubenmost; Traubensaft	Traubenmost; Traubensaft; Most; Apfelsaftschorle	Traubenmost; Traubensaft; Most; Rebensaft; O-Saft; Apfelsaftschorle; Gemüsesaft
PW01677	Wein	Wein	Substantiv	1a	alkoholisches Getränk aus dem Saft von Trauben	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Traubensaft	Traubensaft; Saft; O-Saft	Traubensaft; Saft; O-Saft; Fruchtsaft; Orangensaft
PW01720	Wein-geist	Weingeist	Substantiv	-	hochprozentiger Alkohol	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Hochprozentiges; Spirituose	Hochprozentiges	Hochprozentiges; Spirituose; Absacker	Hochprozentiges; Spirituose; Absacker; Helles; Kranwasser
PW01776	Wein-puff	Weinpuff	Substantiv	-	Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Gänsewein	Wein; Rebensaft; Gänsewein; Most; Tafelwein
PW01814	Wein-suppe	Weinsuppe	Substantiv	2	der gärende Most	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Most	Most; Rebensaft; Wein	Most; Rebensaft; Wein; Traubenmost; Gänsewein
PW01819	Wein-trub	Weintrub	Substantiv	-	der durch die Hefe getrübte letzte Wein im Faß	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Gänsewein; Weinbrand
PW01870	Weiß-bier	Weißbier	Substantiv	-	helles Bier, Weizenbier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Hefeweizen; Hellbier; Helles; Weizenbier; Weißbier	Hellbier; Weißbier	Hellbier; Weißbier; Braunbier; Weizenbier	Hellbier; Weißbier; Braunbier; Altbier; Weizenbier
PW01899	Weiß-herbst	Weißherbst	Substantiv	2	rötlicher Wein aus roten oder blauen Trauben	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Roter; Rotwein	Rotwein	Rotwein; Roter; Weißer; Roséwein	Rotwein; Roter; Weißer; Weißwein; Roséwein; Federweißer
PW01942	Weiß-wein	Weißwein	Substantiv	-	heller Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Weißer; Weißwein	Weißer	Weißer; Weißwein; Federweißer	Weißer; Weißwein; Federweißer; Rotwein; Roter
PW01983	Weizen-bier	Weizenbier	Substantiv	-	mit Gersten- und Weizenmalz gebrautes Bier	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier	Hefeweizen; Weizenbier; Weißbier	Weizenbier; Hefeweizen	Weizenbier; Hefeweizen; Altbier; Weißbier	Weizenbier; Hefeweizen; Altbier; Märzenbier; Gerstenkaltgetränk; Weißbier; Gerstenkaltschalte
PW02221	Wermut	Wermut	Substantiv	2	mit Wermut 1b hergestelltes bitteres alkoholisches Getränk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Wermutbranntwein	Gin	Gin; Hochprozentiges; Dünnbier	Gin; Hochprozentiges; Dünnbier; Digestif; Wermutbranntwein
PW02528	Wieder-täufer	Wiedertäufer	Substantiv		saurer Wein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Wein	Wein; Rebensaft; Tafelwein	Wein; Rebensaft; Tafelwein; Portwein; Gänsewein
PW02762	Wilhelm	Wilhelm	Substantiv	3	Schnaps aus Williams Christbirnen	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Obstbrand; Obstler; Obstschnaps; Obstwasser	Aprikosenschnaps; Obstbrand; Obstler	Aprikosenschnaps; Obstwasser; Obstbrand; Obstschnaps; Obstler	Aprikosenschnaps; Obstwasser; Obstbrand; Aprikosenbrand; Obstler; Obstschnaps; Cassis; Obstgeist
PW03280	Witwen-macher	Witwenmacher	Substantiv	-	aus Traubenrückständen hergestellter Wein, Haustrunk	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein	Wein	Rebensaft	Rebensaft; Wein; Tafelwein	Rebensaft; Wein; Tafelwein; Traubenmost; Gänsewein
PW03430	Wolfs-tee	Wolfstee	Substantiv	-	Tee von der Königskerze	Getränk.Heißgetränk.Alkoholfreies_Heißgetränk.Tee	Tee	Tee	Tee; Förstertee; Jägertee	Tee; Förstertee; Jägertee; Hüttentee; Kräutertee
PW03707	Wupp-dich	Wuppdich	Substantiv	2b	Branntwein, Schnaps allgemein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein	Branntwein; Branntewein; Schnaps	Branntwein; Branntewein; Schnaps; Feuerwasser; Kurzer
PW03707	Wupp-dich	Wuppdich	Substantiv	2a	ein Schluck oder ein Gläschen Branntwein	Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose	Branntewein; Branntwein; Schnaps	Branntwein; Branntewein	Branntwein; Branntewein; Kurzer	Branntwein; Branntewein; Kurzer; Schnaps; Anisschnaps; Fusel
PW03721	Wurf	Wurf	Substantiv	2f	kleines Trinkglas, bzw. dessen Inhalt	Getränk	Getränk; Trank; Trinkbares; das Trinken; Trunk	das Trinken	das Trinken; Trank; Trunk; Drink; Getränk	das Trinken; Trank; Trunk; Getränk; Drink
