"xml:id"	"Lemma"	"Wortart"	"Level"	"Definition"	"Konzept"	"Konzept_gemappt"
"EG01127"	"Herrgöttel"	"Substantiv"	"2."	"ein kleines Glas Bier, ein halber Schoppen, ein viertel Liter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Bier; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"EA00652"	"Amors"	"Substantiv"	"3."	"schlechter Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"EF00900"	"Fusel"	"Substantiv"		"geringer, schlechter Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"EF01024"	"Vitriol"	"Substantiv"	"2."	"schlechter Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"EG00225"	"Rattengift"	"Substantiv"	"1."	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"EG00272"	"Giger"	"Substantiv"	"4."	"schlechte Sorte Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"EG01048"	"Geist"	"Substantiv"	"2."	"Weingeist, Alkohol"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"EK01109"	"Kirs(e), Kirsch"	"Substantiv"	"2."	"Kirschbranntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"EK02026"	"Kräbel"	"Substantiv"		"Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"EK02032"	"Krëbser "	"Substantiv"	"1."	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"EL00463"	"Vorlauf"	"Substantiv"	"2."	"der erste Branntwein, der beim Branntweinbrennen herauskommt; er wird nicht getrunken, sondern zur Herstellung einer geringeren Güte Schnaps oder zu Einreibungen verwandt"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Trinken"
"EL01179"	"Lur(e), Lür"	"Substantiv"	"3."	"schlechter Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"EL01546"	"Lüterung"	"Substantiv"	"1."	"Vorbranntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"EP00701"	"Totenbaümpolitur"	"Substantiv"	"2."	"schlechter Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"EP01789"	"Bërliner "	"Substantiv"	"2."	"schlechter Schnaps, auch Bërliner Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"EP02080"	"Position"	"Substantiv"	"2."	"ein gewöhnliches Trinkglas voll Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"EP02310"	"Petrol"	"Substantiv"	"2."	"Fusel, gemeiner Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"EP03930"	"Brenz"	"Substantiv"	"1."	"Schnaps, Fusel"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"ER00626"	"Rum I"	"Substantiv"		"Rum"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"ER01113"	"Rissmichum"	"Substantiv"		"gemeiner Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"ES00572"	"Katzenseckel"	"Substantiv"	"1."	"Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"ES03500"	"Schnaps, Schnips"	"Substantiv"	"1."	"Schnaps, Branntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"ES03505"	"Quëtschelschnaps, Quëtschenschnaps, Quetschenschnaps"	"Substantiv"		"Branntwein aus Zwetschen"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"ES04513"	"Sprit"	"Substantiv"	"2."	"schlechter Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"ES04532"	"Spritzer, Spretzer"	"Substantiv"	"5."	"kleine Menge Branntwein, die man in den schwarzen Kaffee giesst"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"ET01713"	"Traberen, Träberen"	"Substantiv"	"2."	"Treberbranntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"ET01926"	"Teüfelsdrëck "	"Substantiv"	"2."	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"ET02252"	"Druesen, Drusen"	"Substantiv"	"2."	"Branntwein aus Weinhefe gewonnen"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"EW00679"	"Branntenwi(n), Brënntewi(n)"	"Substantiv"		"Branntwein, Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"EW00690"	"Grumbirenbrënntewin"	"Substantiv"		"Branntwein aus gegorenen Kartoffeln"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"EW01009"	"Wermuet"	"Substantiv"	"2."	"Wermutbranntwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"EW01154"	"Bappelwasser"	"Substantiv"	"1."	"geistige Getränke"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk"
"EW01168"	"Kirsenwasser, Kirschenwasser"	"Substantiv"		"Branntwein aus Kirschen"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"EW01189"	"Wichtwasser, Gewichtwasser, Wihwasser"	"Substantiv"	"2."	"Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"
"EZ00219"	"Zucker II"	"Substantiv"	"2."	"Gläschen Schnaps"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose"	"kein_Trinken"
"EG00282"	"Giges, Gigs"	"Substantiv"		"schlechter Branntwein, Fusel; schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"ER00670"	"Rämpes"	"Substantiv"	"1."	"geringer Schnaps; schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein "	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Spirituose; Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"EG00283"	"Burlegiges"	"Substantiv"	"1."	"schlechter, gewässerter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"EK01744"	"Kläw(n)er, Kläfler"	"Substantiv"	"2."	"Wein daraus"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"EL01179"	"Lur(e), Lür"	"Substantiv"	"1."	"leichter Wein, hergestellt durch Vermischen mit Wasser"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"EL01179"	"Lur(e), Lür"	"Substantiv"	"2."	"ein Getränk, im Herbst aus wilden Früchten und etwas Wein hergestellt"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk"
"EM01478"	"Most II, Muschk"	"Substantiv"	"1."	"süsser Apfelwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"EM01478"	"Most II, Muschk"	"Substantiv"	"2."	"süsser Traubenwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"EM01516"	"Mët(er)"	"Substantiv"		"Met"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk"
"EP00881"	"Bemmeri"	"Substantiv"	"2."	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"EP00974"	"Bumpes"	"Substantiv"	"2."	"gepantschter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"EP01449"	"Bupperi"	"Substantiv"	"4."	"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"EP02606"	"Rachenbutzer"	"Substantiv"	"1."	"saurer Wein, der vermöge seiner Weinsteinsäure den Schleim im Rachen gerinnen macht und ablöst"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"EP03708"	"Brüej(e)"	"Substantiv"	"2."	"schlechte Suppe, schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"EP03711"	"Bankerottbrüej"	"Substantiv"		"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"EP03723"	"Leimenbrüej"	"Substantiv"		"scherzhaft für den lehmfarbigen neuen Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"EP03727"	"Schnitzbrüej"	"Substantiv"		"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"ER00917"	"Räppes, Räppis, Räps"	"Substantiv"	"1."	"schlechter Wein; neuer Wein aus Trauben, die man vor der eigentlichen Weinlese holt"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"ES05370"	"Stöpferle"	"Substantiv"	"1."	"petschierter Flaschenwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"EW00675"	"Äpfelwi(n)"	"Substantiv"		"Apfelwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"EW00678"	"Birenwi(n)"	"Substantiv"		"Birnwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"EW00682"	"Dreimännerwin"	"Substantiv"		"Wein, der so sauer ist, dass drei Männer den Trinkenden festhalten müssen (sonst würde er  sich weigern, ihn zu nehmen)"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"EW00685"	"Edelwin"	"Substantiv"		"feine Sorte Weisswein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"EW00686"	"Ehrwein"	"Substantiv"		"Ehrenwein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"EW00688"	"Gänswin"	"Substantiv"		"schlechter Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"EW00706"	"Stichwin"	"Substantiv"		"der zur Probe aus dem Fass genommene Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"EW00712"	"Trinkwi(n)"	"Substantiv"		"leichter Wein, der gewonnen wird, wenn man nach dem Pressen der Trauben die Träber mit Wasser übergiesst und nach einem Zuckerzusatz nochmals gären lässt"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"EW00713"	"Truebwi(n), Trüebwi(n)"	"Substantiv"		"Trübwein, der letzte, nicht mehr klare W. aus einem Fasse"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"kein_Trinken"
"EG01147"	"gutteren"	"Verb"	"1."	"aus einem Fläschchen trinken"	"Trinken"	"Trinken"
"EG01330"	"glucklen"	"Verb"	"2."	"trinken"	"Trinken"	"Trinken"
"EH01203"	"hüpperen"	"Verb"	"4."	"trinken"	"Trinken"	"Trinken"
"EK01581"	"klëmmen "	"Verb"	"3."	"trinken"	"Trinken"	"Trinken"
"EK01662"	"klopfen"	"Verb"	"1."	"schlagen, hämmern; mit dem Glase auf den Tisch klopfen, wenn man im Wirtshaus noch etwas wünscht; trinken"	"Trinken"	"Trinken"
"EL01062"	"läppelen"	"Verb"	"2."	"saufen (vom Hund)"	"Trinken"	"Trinken.Alkohol_trinken"
"EL01080"	"lipplen"	"Verb"	"2."	"saufen (von der Katze)"	"Trinken"	"Trinken.Alkohol_trinken"
"EL01367"	"leschen"	"Verb"	"1."	"löschen (Feuer, Durst, Staub)"	"Trinken"	"Durst"
"EM00633"	"mëmm(e)len"	"Verb"	"1."	"in der Kindersprache trinken"	"Trinken"	"Trinken"
"EP00228"	"büchsen"	"Verb"	"2."	"trinken"	"Trinken"	"Trinken"
"EP00295"	"bafen, bäfen"	"Verb"	"2."	"trinken"	"Trinken"	"Trinken"
"EP00429"	"packen"	"Verb"	"5."	"trinken"	"Trinken"	"Trinken"
"EP02088"	"busen"	"Verb"	"2."	"trinken, den Durst löschen"	"Trinken"	"Trinken"
"EP02832"	"pfëtzen "	"Verb"	"6."	"trinken"	"Trinken"	"Trinken"
"ES00280"	"sufen"	"Verb"	"1."	"saufen, vom Vieh"	"Trinken"	"Trinken.Alkohol_trinken"
"ES00280"	"sufen"	"Verb"	"2."	"grob von Menschen gesagt, trinken"	"Trinken"	"Trinken"
"ES00306"	"süfflen, säufflen"	"Verb"	"1."	"trinken, mehr scherzhaft gesagt"	"Trinken"	"Trinken"
"ES02377 "	"schaskenen "	"Verb"		"trinken"	"Trinken"	"Trinken"
"ES02451"	"dran schütten"	"Verb"		"trinken"	"Trinken"	"Trinken"
"ES02583"	"schleifen, schleipfen"	"Verb"	"5."	"trinken"	"Trinken"	"Trinken"
"ES02767"	"schlamperen"	"Verb"	"2."	"die Tränke saufen, vom Vieh; verächtlich auch vom Menschen"	"Trinken"	"Trinken.Alkohol_trinken"
"ES03991"	"schwerzen"	"Verb"	"2."	"trinken"	"Trinken"	"Trinken"
"ES04525"	"spritzen, spretzen"	"Verb"	"4."	"trinken"	"Trinken"	"Trinken"
"ES04592"	"stäüben"	"Verb"	"6."	"derb für trinken"	"Trinken"	"kein_Trinken"
"ET00171"	"düchlen"	"Verb"	"3."	"scherzh. trinken"	"Trinken"	"Trinken"
"ET01807"	"trudlen, truttlen"	"Verb"	"5."	"trinken"	"Trinken"	"Trinken"
"ET02159"	"trinken"	"Verb"		"trinken"	"Trinken"	"Trinken"
"ET02161"	"nach trinken"	"Verb"		"einem andern nachtrinken, nach einem andern aus demselben Glas trinken"	"Trinken"	"Trinken"
"EZ00046"	"zëchen "	"Verb"	"2."	"trinken"	"Trinken"	"Trinken"
"EP00808"	"belzen"	"Substantiv"	"4."	"trinken, saufen"	"Trinken; Trinken.Alkohol_trinken"	"Trinken; Trinken.Alkohol_trinken"
"ES02175"	"schuren II"	"Verb"	"2."	"nach einer Hochzeit bei den Eingeladenen von Haus zu Haus gehen und zechen: die Männer trinken Wein, die Frauen Kaffee Andolsh. u. Umg"	"Trinken; Trinken.Alkohol_trinken"	"kein_Trinken"
"ET00270"	"dudlen, düdlen"	"Verb"	"3."	"zechen, trinken"	"Trinken; Trinken.Alkohol_trinken"	"Trinken; Trinken.Alkohol_trinken"
"EZ00453"	"zäpfen"	"Substantiv"	"2."	"(ein Fass) anstechen; vom Fass trinken; trinken überhaupt"	"Trinken; Trinken.Alkohol_trinken"	"Trinken"
"EK01653"	"klepfen"	"Verb"	"4."	"wegschnappen, verzehren (Obst; eine Flasche Wein)"	"Trinken.Alkohol_trinken"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"
"ES00290"	"Suff"	"Substantiv"	"1."	"Saufgelage"	"Trinken.Alkohol_trinken"	"kein_Trinken"
"ES00291"	"Sufens, Saufens"	"Substantiv"	"1."	"Zecherei"	"Trinken.Alkohol_trinken"	"kein_Trinken"
"ES00301"	"Suferei"	"Substantiv"	"2."	"Trinkgelage"	"Trinken.Alkohol_trinken"	"kein_Trinken"
"ES00301"	"Suferei"	"Substantiv"	"1."	"Trinklust, Trinkerei"	"Trinken.Alkohol_trinken"	"kein_Trinken"
"ES03507"	"schnapsen"	"Verb"	"1."	"Schnaps trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"ES03508"	"schnäpslen"	"Verb"	"1."	"Schnäpschen trinken"	"Trinken.Alkohol_trinken"	"Trinken"
"ES03812"	"schwächen"	"Verb"		"trinken, zechen, saufen"	"Trinken.Alkohol_trinken"	"Trinken; Trinken.Alkohol_trinken"
"EP03369"	"us blasen"	"Verb"	"2."	"austrinken"	"Trinken.Alkohol_trinken;Trinken.Austrinken"	"Trinken.Austrinken"
"EP00137"	"bëcheren"	"Verb"		"zechen, pokulieren, tüchtig trinken"	"Trinken.Alkohol_trinken;Trinken.Schnell_große_Mengen_trinken"	"Trinken; Trinken.Alkohol_trinken"
"EP00812"	"us belzen"	"Substantiv"	"3."	"leer trinken"	"Trinken.Austrinken"	"Trinken"
"EP01859"	"us bursten"	"Verb"	"2."	"austrinken"	"Trinken.Austrinken"	"Trinken.Austrinken"
"ES00286"	"us sufen"	"Verb"		"leer saufen, leer trinken"	"Trinken.Austrinken"	"Trinken.Alkohol_trinken; Trinken.Austrinken"
"EG01325"	"gluckeren"	"Verb"		"schlürfen, trinken"	"Trinken.Geräuschvoll_trinken"	"Trinken; Trinken.Geräuschvoll_trinken"
"ES01069"	"supperen"	"Substantiv"	"1."	"beim Trinken ein schlürfendes Geräusch verursachen"	"Trinken.Geräuschvoll_trinken"	"kein_Trinken"
"ES01152"	"surpfen"	"Verb"	"2."	"mit Geräusch trinken oder vom Löffel schmatzen"	"Trinken.Geräuschvoll_trinken"	"Trinken"
"ES01193"	"Suser"	"Substantiv"		"gährender Most"	"Getränk.Kaltgetränk.Alkoholhaltiges_Kaltgetränk.Wein"	"Getränk.Kaltgetränk.Alkoholfreies_Kaltgetränk.Saft"
"ES03030"	"schlutzen, schlotzen"	"Verb"	"2."	"schlürfen, mit Wohlbehagen trinken"	"Trinken.Geräuschvoll_trinken"	"Trinken; Trinken.Geräuschvoll_trinken"
"ES00272"	"seiflen"	"Verb"	"5."	"geräuschvoll und anhaltend trinken"	"Trinken.Geräuschvoll_trinken; Trinken.Häufig_lange_trinken"	"Trinken"
"EL01063"	"läpperen"	"Verb"	"1."	"schlürfen, schlappern (von Hunden); langsam und behaglich, langsam trinken"	"Trinken.Geräuschvoll_trinken; Trinken.Langsam_kleine_Mengen_trinken "	"Trinken; Trinken.Geräuschvoll_trinken"
"ES00292"	"Gsuff(s)"	"Substantiv"	"1."	"anhaltendes Trinken"	"Trinken.Häufig_lange_trinken"	"Getränk"
"EL01062"	"läppelen"	"Verb"	"1."	"trinken mit dem Nebengedanken des Behaglichen, Langsamen"	"Trinken.Langsam_kleine_Mengen_trinken"	"Trinken"
"EM00633"	"mëmm(e)len"	"Verb"	"2."	"behaglich und in kleinen Zügen wiederholt trinken, von älteren Leuten und von Gewohnheitstrinkern"	"Trinken.Langsam_kleine_Mengen_trinken"	"Trinken"
"ES00608"	"suckelen"	"Verb"		"langsam saugen"	"Trinken.Langsam_kleine_Mengen_trinken"	"Trinken"
"ES00306"	"süfflen, säufflen"	"Verb"	"2."	"kleine Schlücke nehmen, aber anhaltend dabei bleiben"	"Trinken.Langsam_kleine_Mengen_trinken; Trinken.Häufig_lange_trinken"	"kein_Trinken"
"EH00174"	"huchen"	"Substantiv"	"2."	"trinken, bes. übermässig"	"Trinken.Schnell_große_Mengen_trinken"	"Trinken"
"EP01277"	"panschen, banschen"	"Verb"	"4."	"viel, tüchtig essen oder trinken"	"Trinken.Schnell_große_Mengen_trinken"	"kein_Trinken"
"EP01858"	"bürsten"	"Verb"	"3."	"viel trinken"	"Trinken.Schnell_große_Mengen_trinken"	"Trinken"
"EP03365"	"blasen"	"Verb"	"2."	"trinken, gern und viel"	"Trinken.Schnell_große_Mengen_trinken"	"Trinken"
"EP00297"	"baferen, bäferen"	"Verb"	"2."	"tüchtig trinken"	"Trinken.Schnell_große_Mengen_trinken "	"Trinken"
"ES03013"	"schletzen"	"Verb"	"2."	"gierig, essen oder trinken"	"Trinken.Schnell_große_Mengen_trinken "	"kein_Trinken"
"EZ00154"	"ziehe(n), ziegen"	"Verb"	"2."	"gierig trinken"	"Trinken.Schnell_große_Mengen_trinken "	"Trinken"
